order_id,review_comment_title,review_comment_message,message_ko,title_ko,review_creation_date,review_answer_timestamp,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,is_delayed,total_delivery_time,order_purchase,order_delivered,order_estimated,survey_sent,review_answered,days_order_to_answer,days_delivery_to_answer,days_survey_to_answer,complaint_types_str,complaint_types,days_from_estimated,estimated_group,days_order_to_review,expected_delivery_days,category
66e5fb8842964acac96f3e4afd13b27d,,"Foi anunciado um produto e veio outro, totalmente inferior ao que eu comprei, enviei um e-mail para lannister e até agora não se resolveu nada !!!!!",제품이 발표되었고 다른 제품이 도착했습니다. 제가 구입한 제품보다 완전히 열등했습니다. Lannister에 이메일을 보냈지만 지금까지 아무것도 해결되지 않았습니다!!!!!,,2018-02-28 00:00:00,2018-02-28 14:35:03,2018-02-11 11:25:58,2018-02-27 10:29:07,2018-03-28,0,15,2018-02-11 11:25:58,2018-02-27 10:29:07,2018-03-28,2018-02-28 00:00:00,2018-02-28 14:35:03,17,1,0,"배송 미수령, 제품 불일치, 고객 응대","['배송 미수령', '제품 불일치', '고객 응대']",-28,예상일 7일+ 전,17,44,중간
579997e88b2563ab8a3f3d6f5022a8a6,,"O produto é muito leve, e pequeno, muito sensível! Confesso que fiquei em dúvida se é original. Ñ veio em caixa, e sim em um saquinho plástico e uma capa de veludo com a marca impressa.",제품은 매우 가볍고 작으며 매우 민감합니다! 나는 그것이 원본인지 확신할 수 없었다고 고백한다. 박스에 들어있지 않고 비닐봉지에 브랜드가 인쇄된 벨벳 커버에 들어있어요.,,2018-02-10 00:00:00,2018-02-12 23:43:05,2018-01-30 07:21:20,2018-02-09 16:31:55,2018-02-26,0,10,2018-01-30 07:21:20,2018-02-09 16:31:55,2018-02-26,2018-02-10 00:00:00,2018-02-12 23:43:05,13,3,2,기타,['기타'],-14,예상일 7일+ 전,13,26,중간
09b9364d966593e51c1edead847fd220,Péssima!,"Comprei dois relógios, um Relógio Feminino Bracelete Dourado Strass que chegou com defeito e outro Relógio Feminino Bracelete Flor Com Pérolas que ñ chegou, mas consta como entregue.","나는 두 개의 시계를 구입했습니다. 하나는 결함이 있는 금 라인석 팔찌가 달린 여성용 시계, 도착하지 않았지만 배송된 것으로 표시되는 진주 꽃 팔찌가 달린 또 다른 여성용 시계입니다.",끔찍한!,2018-08-18 00:00:00,2018-08-20 19:01:04,2018-08-10 08:13:28,2018-08-17 17:56:32,2018-09-04,0,7,2018-08-10 08:13:28,2018-08-17 17:56:32,2018-09-04,2018-08-18 00:00:00,2018-08-20 19:01:04,10,3,2,"배송 미수령, 제품 불일치, 제품 품질","['배송 미수령', '제품 불일치', '제품 품질']",-15,예상일 7일+ 전,10,24,중간
4c8f8e639b2672c7d77385d68238a1a3,,comprei o produto falarão que iria entrega ate dia 09/03 .Recebi Mensagem Falando que o produto foi entregue dia 23/02 as 22:44 da noite .NÃO RECEBI.Ate o momento não foi entregue. favor verificar ai,제품을 구매했는데 09.03.03까지 배송된다고 하더군요. 2월 23일 오후 10시 44분에 상품이 배송됐다는 문자를 받았습니다. 나는 그것을 받지 못했습니다. 아직 배송되지 않았습니다. 거기를 확인해 주세요,,2018-02-24 00:00:00,2018-02-25 15:43:46,2018-02-22 02:46:38,2018-02-23 22:43:34,2018-03-09,0,1,2018-02-22 02:46:38,2018-02-23 22:43:34,2018-03-09,2018-02-24 00:00:00,2018-02-25 15:43:46,3,1,1,배송 미수령,['배송 미수령'],-12,예상일 7일+ 전,3,14,진짜 조급
eee612addb28b4837f3a8d9ce54e31f8,Não recomendo,"Empresa targaryen, vende o produto e não entende nada sobre ele.Manda procurar uma fonoaudióloga.",Targaryen 회사는 제품을 판매하지만 그것에 대해 아무것도 이해하지 못합니다. 언어치료사를 보내세요.,나는 추천하지 않는다,2018-04-26 00:00:00,2018-05-06 16:12:29,2018-04-19 18:56:58,2018-04-25 14:39:00,2018-05-11,0,5,2018-04-19 18:56:58,2018-04-25 14:39:00,2018-05-11,2018-04-26 00:00:00,2018-05-06 16:12:29,16,11,10,기타,['기타'],-5,예상일 4-7일 전,16,21,중간
350fcc9d4ae2e108916f12c7ca8ca8e3,,"No site diz que foi entregue, mas não recebemos o produto!",홈페이지에는 배송완료라고 되어 있는데 상품을 받지 못했어요!,,2017-08-09 00:00:00,2017-08-14 19:52:20,2017-08-02 15:18:38,2017-08-08 19:36:48,2017-08-22,0,6,2017-08-02 15:18:38,2017-08-08 19:36:48,2017-08-22,2017-08-09 00:00:00,2017-08-14 19:52:20,12,6,5,배송 미수령,['배송 미수령'],-8,예상일 7일+ 전,12,19,중간
00418a49a685c6bb60633291c3fab17a,,"O relógio, (presente do dia das crianças pra minha filha) Não funciona!!!!!","시계, (딸을 위한 어린이날 선물) 작동이 안 돼요!!!!!",,2017-10-06 00:00:00,2017-10-14 03:57:26,2017-10-03 20:43:03,2017-10-05 19:53:19,2017-10-19,0,1,2017-10-03 20:43:03,2017-10-05 19:53:19,2017-10-19,2017-10-06 00:00:00,2017-10-14 03:57:26,10,8,8,기타,['기타'],-5,예상일 4-7일 전,10,15,중간
e49d2358f7bb8587895c7cb6cd635396,,"Se eu soubesse que iria demorar tanto para chegar o produto chmais tinha comprado nesta loja. O produto chegou hoje, e veio quebrado! É lamentável! ","슈마이스 제품이 도착하는 데 이렇게 오랜 시간이 걸릴 줄 알았더라면 이 매장에서 구매했을 거에요. 오늘 상품이 도착했는데, 파손되었어요! 유감스럽습니다!",,2018-04-04 00:00:00,2018-04-05 01:50:17,2018-02-24 02:03:17,2018-04-06 20:47:37,2018-04-13,0,41,2018-02-24 02:03:17,2018-04-06 20:47:37,2018-04-13,2018-04-04 00:00:00,2018-04-05 01:50:17,39,-2,1,"제품 품질, 배송 지연","['제품 품질', '배송 지연']",-8,예상일 7일+ 전,39,47,정당한 불만
f4788173ecaa859073b6d2c4a35da40f,Produto com defeito,"O produto veio com defeito e não foi possível trocar, pois não havia como repor.",제품이 불량으로 도착했는데 교환방법이 없어 교환이 불가능했습니다.,제품 불량,2018-07-27 00:00:00,2018-07-29 21:53:04,2018-07-18 05:44:52,2018-07-26 18:22:43,2018-08-06,0,8,2018-07-18 05:44:52,2018-07-26 18:22:43,2018-08-06,2018-07-27 00:00:00,2018-07-29 21:53:04,11,3,2,"제품 품질, 환불/반품","['제품 품질', '환불/반품']",-8,예상일 7일+ 전,11,18,중간
c751f7b0f44fcb8bd374ef518ad5c466,,Comprei 2 e chegou 1 ,2개 구매했는데 1개 도착했어요,,2018-04-14 00:00:00,2018-04-15 03:40:07,2018-03-29 18:54:38,2018-04-13 23:55:51,2018-04-26,0,15,2018-03-29 18:54:38,2018-04-13 23:55:51,2018-04-26,2018-04-14 00:00:00,2018-04-15 03:40:07,16,1,1,수량 불일치,['수량 불일치'],-11,예상일 7일+ 전,16,27,중간
3f7b475727ce3c7198f0ca2a15c05e9d,,"Venderam uma geladeira que ainda estão esperando fabricar, recebi mensagem que não vão entregar a mesma como posso confiar na loja desta forma.","아직 제조를 기다리고 있는 냉장고를 팔았는데, 배송을 안해준다는 문자를 받았는데, 어떻게 그 가게를 믿을 수 있겠습니까?",,2018-08-17 00:00:00,2018-08-17 23:01:03,2018-08-07 02:20:32,2018-08-16 19:27:58,2018-10-03,0,9,2018-08-07 02:20:32,2018-08-16 19:27:58,2018-10-03,2018-08-17 00:00:00,2018-08-17 23:01:03,10,1,0,배송 미수령,['배송 미수령'],-47,예상일 7일+ 전,10,56,중간
9c67cdf1fabbdfbdf49b97bd424b2500,,"Comprei 2 (dois) kits compostos por capinha + película de gel... Veio apenas um kit! Faltaram, portanto, uma capinha e uma película...
Por fim, a película que veio era comum e não a de gel.","케이스+젤필름으로 구성된 키트를 2개 구매했는데... 키트는 한개만 왔습니다! 그래서 표지와 필름이 빠졌네요...
드디어 나온 필름은 젤이 아닌 일반 필름이었습니다.",,2018-02-16 00:00:00,2018-02-16 22:01:09,2018-01-31 11:05:23,2018-02-15 17:50:55,2018-03-01,0,15,2018-01-31 11:05:23,2018-02-15 17:50:55,2018-03-01,2018-02-16 00:00:00,2018-02-16 22:01:09,16,1,0,수량 불일치,['수량 불일치'],-13,예상일 7일+ 전,16,28,중간
fd7b5df31b1135f945600a23960438aa,Prazo de entrega muito lo,"Tive problema em receber o produto!
Embalagem violada, tive que ir até os Correios para retirar o produto!","상품수령에 문제가 있었습니다!
포장이 훼손되어 우체국에 가서 제품을 수령해야 했어요!",매우 긴 배송 시간,2018-05-10 00:00:00,2018-05-11 15:06:45,2018-04-17 18:32:24,2018-05-09 20:12:03,2018-05-14,0,22,2018-04-17 18:32:24,2018-05-09 20:12:03,2018-05-14,2018-05-10 00:00:00,2018-05-11 15:06:45,23,1,1,제품 품질,['제품 품질'],-3,예상일 1-3일 전,23,26,중간
f47c8a5f13b399d0e46beaf4e9d8b952,,"Comprei dois itens e só foi entregue um,e até agora estou aguardando respostas.",2개 구매했는데 1개만 배송됐는데 아직 답변을 기다리는 중입니다.,,2017-07-29 00:00:00,2017-07-30 10:17:03,2017-07-26 14:06:37,2017-07-28 17:59:36,2017-08-21,0,2,2017-07-26 14:06:37,2017-07-28 17:59:36,2017-08-21,2017-07-29 00:00:00,2017-07-30 10:17:03,3,1,1,"배송 미수령, 수량 불일치, 고객 응대","['배송 미수령', '수량 불일치', '고객 응대']",-22,예상일 7일+ 전,3,25,진짜 조급
2e514f06a55a990840cf3f7131b45f55,Entrega ,"Estou aguardando uma resposta, pois minha entrega foi entregue parcialmente, esta faltando uma luminária.",배송이 부분적으로 배송되었고 램프가 누락되어 답변을 기다리고 있습니다.,배달,2018-07-25 00:00:00,2018-07-27 22:38:41,2018-07-20 12:16:53,2018-07-24 17:58:49,2018-08-07,0,4,2018-07-20 12:16:53,2018-07-24 17:58:49,2018-08-07,2018-07-25 00:00:00,2018-07-27 22:38:41,7,3,2,"배송 미수령, 수량 불일치, 고객 응대","['배송 미수령', '수량 불일치', '고객 응대']",-11,예상일 7일+ 전,7,17,진짜 조급
1929b9b60df702da58751db8fb70145a,,Ficou faltando o kit de 20 toalhas brancas. ,흰색 수건 20개가 들어있는 키트가 없어졌습니다.,,2018-01-26 00:00:00,2018-01-27 00:10:07,2018-01-12 23:32:20,2018-01-25 19:25:06,2018-02-14,0,12,2018-01-12 23:32:20,2018-01-25 19:25:06,2018-02-14,2018-01-26 00:00:00,2018-01-27 00:10:07,14,1,1,기타,['기타'],-18,예상일 7일+ 전,14,32,중간
031a7dab65c3430d325ad35ab8a95277,Me entregaram o produto e,Quero a troca do produto por favor,상품 교환하고 싶어요,"그들은 나에게 제품을 전달했고,",2018-06-28 00:00:00,2018-06-28 20:54:55,2018-06-21 22:17:19,2018-06-27 16:18:37,2018-07-19,0,5,2018-06-21 22:17:19,2018-06-27 16:18:37,2018-07-19,2018-06-28 00:00:00,2018-06-28 20:54:55,6,1,0,환불/반품,['환불/반품'],-21,예상일 7일+ 전,6,27,진짜 조급
005d9a5423d47281ac463a968b3936fb,,Ainda não recebi todos os produtos,아직 상품을 다 못받았어요,,2017-10-28 00:00:00,2017-10-30 22:58:31,2017-10-18 12:14:29,2017-10-27 19:19:43,2017-11-17,0,9,2017-10-18 12:14:29,2017-10-27 19:19:43,2017-11-17,2017-10-28 00:00:00,2017-10-30 22:58:31,12,3,2,배송 미수령,['배송 미수령'],-18,예상일 7일+ 전,12,29,중간
8f88be1aa97c84281588282a16fa3fa1,,Comprei duas camas e me foi entregue apenas uma. Entrei em contato ha dois dias e ainda nao me deram qualquer satisfação! GOLPE,침대 2개 샀는데 하나만 배송됐어요. 이틀전에 연락했는데 아직까지 만족하지 못하셨어요! 스캠,,2017-12-15 00:00:00,2017-12-15 12:51:51,2017-12-03 18:17:52,2017-12-13 19:47:52,2018-01-04,0,10,2017-12-03 18:17:52,2017-12-13 19:47:52,2018-01-04,2017-12-15 00:00:00,2017-12-15 12:51:51,11,1,0,"배송 미수령, 수량 불일치, 고객 응대","['배송 미수령', '수량 불일치', '고객 응대']",-20,예상일 7일+ 전,11,31,중간
b048658d074ad2c4863ea7021ddfe990,,"Bandeja não é estável. É presa apenas por um único eixo central, que gira com um mínimo de esforço. Elementos de fixação de plástico. Parafusos e porcas de difícil aperto. Falta manual. Mal embalado.",트레이가 안정적이지 않습니다. 최소한의 노력으로 회전하는 단일 중심 축에 의해서만 유지됩니다. 플라스틱 패스너. 조이기 어려운 나사와 너트. 매뉴얼이 없습니다. 제대로 포장되지 않았습니다.,,2017-12-02 00:00:00,2017-12-02 17:14:20,2017-11-24 11:42:09,2017-12-01 13:38:39,2017-12-12,0,7,2017-11-24 11:42:09,2017-12-01 13:38:39,2017-12-12,2017-12-02 00:00:00,2017-12-02 17:14:20,8,1,0,기타,['기타'],-10,예상일 7일+ 전,8,17,중간
d94600e5b855ffe8db3b9bc06e21b1bd,BOM,PRODUTO PARECE QUE JA FOI UTILIZADO FEIO TUDO SUJO E RISCADO,제품은 이미 사용된 것처럼 보이며 모든 것이 더럽고 긁혔습니다.,좋은,2018-08-01 00:00:00,2018-08-02 15:23:53,2018-07-27 14:33:28,2018-07-31 21:22:11,2018-08-06,0,4,2018-07-27 14:33:28,2018-07-31 21:22:11,2018-08-06,2018-08-01 00:00:00,2018-08-02 15:23:53,6,1,1,기타,['기타'],-4,예상일 4-7일 전,6,9,unknown
dda16909ad9bfd9cded321b79e073749,,"Recebi o produto com a base fixa da cadeira diferente da que esta no anuncio, só não devolvi a cadeira porque preciso com urgência. Não recomendo!","의자 고정 베이스가 광고와 다른 상품을 받았는데, 급하게 필요해서 의자를 반품하지 않았을 뿐입니다. 나는 그것을 추천하지 않습니다!",,2017-11-30 00:00:00,2017-12-01 02:20:06,2017-11-18 12:48:38,2017-11-29 19:32:24,2017-12-07,0,11,2017-11-18 12:48:38,2017-11-29 19:32:24,2017-12-07,2017-11-30 00:00:00,2017-12-01 02:20:06,12,1,1,"제품 불일치, 환불/반품","['제품 불일치', '환불/반품']",-6,예상일 4-7일 전,12,18,중간
f38d933ca0830750c110bf1a402d0d2a,,"Produto não foi entregue , foi entregue somente 1 envelope que dentro tinha um panfleto loja , não estou querendo enganar ninguém , só não sei oque aconteceu , caso não receber simples não compro mais",제품이 배송되지 않았습니다. 내부에 매장 전단지가 들어 있는 봉투 1개만 배송되었습니다. 누구를 속이려는 것이 아닙니다. 무슨 일이 있었는지 모르겠습니다. 받지 않으면 다시 구매하지 않습니다.,,2018-02-02 00:00:00,2018-02-04 23:37:54,2018-01-22 11:03:41,2018-02-01 17:38:03,2018-02-19,0,10,2018-01-22 11:03:41,2018-02-01 17:38:03,2018-02-19,2018-02-02 00:00:00,2018-02-04 23:37:54,13,3,2,"배송 미수령, 수량 불일치","['배송 미수령', '수량 불일치']",-15,예상일 7일+ 전,13,27,중간
772e38d3917d94f38c6484dde513877f,,"Realizei a compra de três cabos e recebi somente um. Porém, paguei o preço dos três. Quero devolver o produto e receber meu dinheiro de volta.",케이블 3개 구매했는데 1개만 왔습니다. 그러나 나는 세 가지 모두에 대한 대가를 지불했습니다. 제품을 반품하고 금액을 돌려받고 싶습니다.,,2017-03-30 00:00:00,2017-03-30 21:10:25,2017-03-17 15:57:36,2017-03-29 12:03:49,2017-04-07,0,11,2017-03-17 15:57:36,2017-03-29 12:03:49,2017-04-07,2017-03-30 00:00:00,2017-03-30 21:10:25,13,1,0,"수량 불일치, 환불/반품","['수량 불일치', '환불/반품']",-8,예상일 7일+ 전,13,20,중간
4b62f3ef255e276bf8564f8061361886,,A bolsa de cozimento rápido não foi entregue e no site consta q foi enviado os dois produtos!,퀵쿠킹백이 배송이 안됐는데 홈페이지에 두 제품 모두 배송되었다고 나와있어요!,,2017-06-24 00:00:00,2017-06-25 15:20:02,2017-06-19 10:08:05,2017-06-23 11:13:44,2017-07-07,0,4,2017-06-19 10:08:05,2017-06-23 11:13:44,2017-07-07,2017-06-24 00:00:00,2017-06-25 15:20:02,6,2,1,기타,['기타'],-12,예상일 7일+ 전,6,17,진짜 조급
c0c1739aaf78cfa636a69c10519b9876,,Produto de péssima qualidade ,품질이 좋지 않은 제품,,2018-06-14 00:00:00,2018-06-14 09:10:31,2018-05-29 20:27:49,2018-06-13 00:03:42,2018-07-05,0,14,2018-05-29 20:27:49,2018-06-13 00:03:42,2018-07-05,2018-06-14 00:00:00,2018-06-14 09:10:31,15,1,0,제품 품질,['제품 품질'],-21,예상일 7일+ 전,15,36,중간
bde129eebd03ffe125ca818b00f85b92,,"Só recebi um item e já está marcado como recebido no site das lannister e nos correios, além de a loja não responder o contato.",저는 상품을 하나만 받았는데 Lannister 웹사이트와 우체국에 이미 '수령됨'으로 표시되어 있고 매장에서도 연락이 없습니다.,,2018-05-16 00:00:00,2018-05-17 03:58:10,2018-05-09 11:25:59,2018-05-15 20:38:54,2018-05-25,0,6,2018-05-09 11:25:59,2018-05-15 20:38:54,2018-05-25,2018-05-16 00:00:00,2018-05-17 03:58:10,7,1,1,"수량 불일치, 고객 응대","['수량 불일치', '고객 응대']",-8,예상일 7일+ 전,7,15,진짜 조급
4296bf3920be4eaa22d4f0cd0c3467b9,Entrega incompleta,"Fui buscar o pedido nos correios mas só constavam 2 itens , faltou um a ser entregue","우체국에 물건을 찾으러 갔는데 물건이 2개밖에 남지 않았고, 한 개가 누락되어 배송되지 않았습니다.",불완전한 배송,2018-05-19 00:00:00,2018-05-22 14:43:56,2018-05-08 07:20:00,2018-05-18 17:18:34,2018-06-12,0,10,2018-05-08 07:20:00,2018-05-18 17:18:34,2018-06-12,2018-05-19 00:00:00,2018-05-22 14:43:56,14,3,3,"배송 미수령, 수량 불일치","['배송 미수령', '수량 불일치']",-21,예상일 7일+ 전,14,34,중간
ba3d396e10bb9cca83f450f0ff8c8dca,,"O produto foi entregue na casa de um vizinho que eu não tenho contato, como entregam um produto para uma pessoa de outra casa? ","연락도 없는 이웃집으로 상품이 배송되었는데, 다른 집에 있는 사람에게는 어떻게 상품을 배송하나요?",,2017-10-26 00:00:00,2017-10-26 19:44:14,2017-10-19 22:09:22,2017-10-25 13:56:01,2017-11-08,0,5,2017-10-19 22:09:22,2017-10-25 13:56:01,2017-11-08,2017-10-26 00:00:00,2017-10-26 19:44:14,6,1,0,"제품 불일치, 고객 응대","['제품 불일치', '고객 응대']",-13,예상일 7일+ 전,6,19,진짜 조급
e63b37ab1f91c70300e77e21b27ad11f,,Correio não entregou o produto em minha residência. Tive que solicitar outra pessoa para pegar o produto e ainda por cima o produto veio errado. Lamentável.,"택배기사가 집으로 제품을 배달하지 않았습니다. 다른분께 제품수거를 부탁했는데, 게다가 제품이 잘못 도착했네요. 안타깝습니다.",,2018-03-23 00:00:00,2018-03-26 10:21:12,2018-03-11 12:03:54,2018-03-22 20:47:23,2018-04-09,0,11,2018-03-11 12:03:54,2018-03-22 20:47:23,2018-04-09,2018-03-23 00:00:00,2018-03-26 10:21:12,14,3,3,제품 불일치,['제품 불일치'],-14,예상일 7일+ 전,14,28,중간
4a01c3bf3597e6cd8030ee3dc7311e14,,"Não posso avaliar por algum que não recebi, gostaria de saber o por Que ainda não recebi minha cortina e estão dizendo que já recebi.
Obs: tive que marca tudo não em cima pq a primeira resposta é não","아직 받지 못했기 때문에 평가할 수 없습니다. 왜 아직 커튼을 받지 못했는데 이미 받았다고 하는지 알고 싶습니다.
참고: 첫 번째 대답은 아니요이므로 위의 모든 항목을 아니요로 표시해야 했습니다.",,2018-01-16 00:00:00,2018-01-16 17:27:18,2017-12-26 10:22:31,2018-01-15 14:22:19,2018-01-22,0,20,2017-12-26 10:22:31,2018-01-15 14:22:19,2018-01-22,2018-01-16 00:00:00,2018-01-16 17:27:18,21,1,0,배송 미수령,['배송 미수령'],-6,예상일 4-7일 전,21,26,중간
a01a4f4b4faa17b262af0d0a96668e2c,,Na foto era uma colcha linda ia até o chão ....na realidade ficou na metade ,사진에는 ​​바닥까지 쭉 뻗어있는 예쁜 이불이었는데.... 실제로는 반쯤 올라와 있었어요.,,2018-01-20 00:00:00,2018-01-20 19:12:59,2018-01-12 13:32:58,2018-01-19 13:10:08,2018-01-29,0,6,2018-01-12 13:32:58,2018-01-19 13:10:08,2018-01-29,2018-01-20 00:00:00,2018-01-20 19:12:59,8,1,0,기타,['기타'],-9,예상일 7일+ 전,8,16,중간
41202affb3415784c71821ffb3f95a40,,Produto não é original dá Motorola ,제품은 Motorola의 정품이 아닙니다.,,2017-03-31 00:00:00,2017-04-04 01:43:07,2017-03-27 20:29:48,2017-03-30 13:44:32,2017-04-13,0,2,2017-03-27 20:29:48,2017-03-30 13:44:32,2017-04-13,2017-03-31 00:00:00,2017-04-04 01:43:07,7,4,4,기타,['기타'],-9,예상일 7일+ 전,7,16,진짜 조급
011af0959ebf2b09a062867811dc63b5,,"Qualidade ruim, produto não é original.",품질이 좋지 않습니다. 제품이 원본이 아닙니다.,,2017-08-10 00:00:00,2017-08-14 17:02:38,2017-08-06 17:35:16,2017-08-09 21:03:07,2017-08-29,0,3,2017-08-06 17:35:16,2017-08-09 21:03:07,2017-08-29,2017-08-10 00:00:00,2017-08-14 17:02:38,7,4,4,제품 품질,['제품 품질'],-15,예상일 7일+ 전,7,22,진짜 조급
f5e8dd6f3cfc89bc152991875437aaa2,,"Fiz a compra de 2 unidades do produto porém apenas 1 foi entregue. A empresa indicou que fez 100% da entrega.
Ainda aguardo o recebimento.","제품 2개를 구매했는데 1개만 배송되었습니다. 회사에서는 100% 배송을 완료했다고 밝혔습니다.
아직 받기를 기다리고 있어요.",,2017-12-02 00:00:00,2017-12-02 18:28:37,2017-11-23 23:22:14,2017-12-01 14:46:51,2017-12-21,0,7,2017-11-23 23:22:14,2017-12-01 14:46:51,2017-12-21,2017-12-02 00:00:00,2017-12-02 18:28:37,8,1,0,"배송 미수령, 수량 불일치","['배송 미수령', '수량 불일치']",-19,예상일 7일+ 전,8,27,중간
c73d5fa01a74c67962173f17716b9630,Quero a troca do produto,O produto chegou atrasado..e veio quebrado..e até agora não consegui contato com vcs para trocar.,상품이 늦게 도착했는데... 깨져서... 아직까지 교환 연락을 못드렸네요.,상품을 교환하고 싶어요,2018-08-23 00:00:00,2018-08-23 20:15:59,2018-08-07 17:30:48,2018-08-22 16:18:56,2018-08-29,0,14,2018-08-07 17:30:48,2018-08-22 16:18:56,2018-08-29,2018-08-23 00:00:00,2018-08-23 20:15:59,16,1,0,"배송 미수령, 고객 응대, 환불/반품, 배송 지연","['배송 미수령', '고객 응대', '환불/반품', '배송 지연']",-6,예상일 4-7일 전,16,21,중간
bd1b3292531bf8f2cf14a4f448b2226e,,O detector esta com defeito solicito uma troca,감지기에 결함이 있어 교환을 요청합니다,,2018-03-29 00:00:00,2018-03-29 16:55:21,2018-03-20 23:22:32,2018-03-28 13:06:40,2018-04-02,0,7,2018-03-20 23:22:32,2018-03-28 13:06:40,2018-04-02,2018-03-29 00:00:00,2018-03-29 16:55:21,8,1,0,"제품 품질, 환불/반품","['제품 품질', '환불/반품']",-4,예상일 4-7일 전,8,12,중간
21f09bf30ca7f813ec079b4774e485ea,,"Boa noite, o produto não funciona, e agora como resolvemos isto....",안녕하세요. 제품이 작동하지 않습니다. 이제 이 문제를 어떻게 해결해야 할까요?...,,2018-01-12 00:00:00,2018-01-14 23:38:18,2018-01-07 16:27:48,2018-01-11 20:10:04,2018-01-24,0,4,2018-01-07 16:27:48,2018-01-11 20:10:04,2018-01-24,2018-01-12 00:00:00,2018-01-14 23:38:18,7,3,2,제품 품질,['제품 품질'],-10,예상일 7일+ 전,7,16,진짜 조급
7372a6934463ad68c06feb59d74c1b12,,Comprei duas capa de sofa nf correta na embalagem só veio uma,소파 커버 2개를 구입했는데 포장이 올바르지 않아 하나만 왔어요,,2018-04-20 00:00:00,2018-04-22 01:06:02,2018-04-08 22:20:03,2018-04-19 21:10:50,2018-05-08,0,10,2018-04-08 22:20:03,2018-04-19 21:10:50,2018-05-08,2018-04-20 00:00:00,2018-04-22 01:06:02,13,2,2,수량 불일치,['수량 불일치'],-16,예상일 7일+ 전,13,29,중간
faa048d9626a532632b1eaa258eda69f,,"NÃO GOSTEI DA QUALIDADE DAS TOALHAS, ESTOU SOLICITANDO A DEVOLUÇÃO",수건의 품질이 마음에 들지 않아 반품을 요청합니다,,2017-04-13 00:00:00,2017-04-15 11:58:13,2017-04-06 22:28:06,2017-04-12 09:29:52,2017-04-28,0,5,2017-04-06 22:28:06,2017-04-12 09:29:52,2017-04-28,2017-04-13 00:00:00,2017-04-15 11:58:13,8,3,2,"제품 품질, 환불/반품","['제품 품질', '환불/반품']",-13,예상일 7일+ 전,8,21,중간
37ba9866dd63f644c50fc7a9351ccf8e,Nao chegou,Meu produto ainda não chegou,내 제품이 아직 도착하지 않았습니다.,도착하지 않았습니다,2018-07-06 00:00:00,2018-07-07 14:53:17,2018-06-30 10:59:53,2018-07-05 20:32:35,2018-07-23,0,5,2018-06-30 10:59:53,2018-07-05 20:32:35,2018-07-23,2018-07-06 00:00:00,2018-07-07 14:53:17,7,1,1,배송 미수령,['배송 미수령'],-16,예상일 7일+ 전,7,22,진짜 조급
5c023462e58e2ae6d5d23ee03de1563c,,Demorou muito pra chegar,도착하는데 시간이 오래 걸렸어요,,2017-06-10 00:00:00,2017-06-13 19:44:21,2017-05-25 08:08:14,2017-06-09 18:12:37,2017-06-19,0,15,2017-05-25 08:08:14,2017-06-09 18:12:37,2017-06-19,2017-06-10 00:00:00,2017-06-13 19:44:21,19,4,3,배송 지연,['배송 지연'],-6,예상일 4-7일 전,19,24,중간
7edf24d26573e36b72c670b3810ab3e0,,"Comprei um relógio Oakley Minute Machine e chegou relógio falsificado da pior qualidade e com a nota fiscal em nome de outra pessoa.

Vou entrar na justiça contra vocês.","Oakley Minute Machine 시계를 구입했는데 품질이 가장 낮은 위조 시계가 다른 사람 이름으로 된 송장과 함께 도착했습니다.

나는 당신을 상대로 법적 조치를 취할 것입니다.",,2018-02-02 00:00:00,2018-02-03 00:29:22,2018-01-22 18:01:50,2018-02-01 20:49:54,2018-02-06,0,10,2018-01-22 18:01:50,2018-02-01 20:49:54,2018-02-06,2018-02-02 00:00:00,2018-02-03 00:29:22,11,1,1,"수량 불일치, 제품 불일치, 제품 품질","['수량 불일치', '제품 불일치', '제품 품질']",-3,예상일 1-3일 전,11,14,중간
e0e1cc569a1f7a8ddb27bf2c4168e479,,"O fone nao recarrega, nao segura carga..",전화기가 재충전되지 않고 충전되지 않습니다.,,2017-12-23 00:00:00,2017-12-25 18:58:33,2017-11-30 18:36:43,2017-12-22 15:55:43,2018-01-05,0,21,2017-11-30 18:36:43,2017-12-22 15:55:43,2018-01-05,2017-12-23 00:00:00,2017-12-25 18:58:33,25,3,2,기타,['기타'],-11,예상일 7일+ 전,25,35,중간
a72dab58dbb03b5509db9d29c658dc0d,,Ainda não recebi a base Dermacol 223,아직 더마콜 223 파운데이션을 받지 못했어요,,2018-01-11 00:00:00,2018-01-11 22:01:28,2017-12-24 00:05:52,2018-01-10 17:14:18,2018-01-30,0,17,2017-12-24 00:05:52,2018-01-10 17:14:18,2018-01-30,2018-01-11 00:00:00,2018-01-11 22:01:28,18,1,0,배송 미수령,['배송 미수령'],-19,예상일 7일+ 전,18,36,중간
c90a73b5ef059a234ef5d65c235ae154,,Péssima qualidade das tesouras. ,가위 품질이 좋지 않습니다.,,2017-08-24 00:00:00,2017-08-25 11:49:42,2017-08-02 18:26:50,2017-08-23 13:32:49,2017-09-04,0,20,2017-08-02 18:26:50,2017-08-23 13:32:49,2017-09-04,2017-08-24 00:00:00,2017-08-25 11:49:42,22,1,1,제품 품질,['제품 품질'],-10,예상일 7일+ 전,22,32,중간
